rescue_ref	sha	already_on_live_origin
harvest/rescue-8HD-d-brl-b112_04	9a3e10a49500d96bab8aa28cc82e22623b8294e0	NO
harvest/rescue-8HD-d-brl-b112_05	8b4c455ef106563838d976cd459f5dc9d1f1979e	NO
harvest/rescue-8HD-d-jppa-skills-prior	03926f8b50f117066c0ef7bf4cbafef135a044a5	NO
harvest/rescue-8HD-d-localonly-vibe-ic	aeb888694f8fe4fde567ee37d00fa25d3fdb38d9	NO
harvest/rescue-8HD-d-localonly-vibe-ic-repo	99a0c6a79a5e517fab689bb9924f19dcdf846bef	NO
harvest/rescue-8HD-d-priorheads-vibe-ic	b7db75219997cee6da858342c4f40ef99bbda9a5	NO
harvest/rescue-8HD-d-stale-remote-vibe-ic	fc3d6be697f3b9793e1df06eee2297da7d2d6bff	NO
harvest/rescue-8HD-d-stashes-vibe-ic	4dfe667a995e79feb7170ccbd641c8732631724c	NO
harvest/rescue-8HD-d-unreferenced	8238d2b694e2e638c01f54d486aa11e4822f93b0	NO
harvest/rescue-8HD-d-v1126	a7b1ed913e21485660bfa3d9d5ba69042dabaea4	NO
harvest/rescue-8hd-3-agentjob-lgate	bd20fc88d40bab2628686b4d2f8d24d28e7be81b	NO
harvest/rescue-8hd-3-branchreflog-vibe-ic	72b447c4285ba1c707670748649d582d7fdd56de	NO
harvest/rescue-8hd-3-brl-30fc67d75	30fc67d7590a77ef6cb80c01b7b5f93bd55a5873	NO
harvest/rescue-8hd-3-brl-77ff8e799	77ff8e799ba87bfffb488a79440e1b7f5ec119a6	NO
harvest/rescue-8hd-3-brl-8e6f0c859	8e6f0c859f102ed36cc48ee47d41c7233d0f477b	NO
harvest/rescue-8hd-3-brl-b1f0a7c4f	b1f0a7c4ff9f4dafd5d2e47584ec8ba6896e7f55	NO
harvest/rescue-8hd-3-brl-c03653e21	c03653e2167197552230c8d6eadb6f8bc418360a	NO
harvest/rescue-8hd-3-brl-dc2ed9a7e	dc2ed9a7ea577199da6ba5f272befe229d82fa7a	NO
harvest/rescue-8hd-3-jm9wt	a7b1ed913e21485660bfa3d9d5ba69042dabaea4	NO
harvest/rescue-8hd-3-localonly-vibe-ic	2cc7687a8ba9bb63edd2c29b012fffa340c6cc9d	NO
harvest/rescue-8hd-3-priorheads-vibe-ic	92d86e21387b32b5f081ac0c8b06b20954fdacd1	NO
harvest/rescue-8hd-3-stale-remote-vibe-ic	a79680511d20852e5f765b6f16951dc4fcb1a4b8	NO
harvest/rescue-8hd-3-stashes-vibe-ic	b0168e3ba0cbcc2e5e5951d27d603ec44af11b5e	NO
harvest/rescue-8hd-3-unreferenced	17264157dbc95edbdc4f9c1751bb8b3cb50dd17f	NO
harvest/rescue-8hd6	f1147a81d262a11ea3466c4995b3821478c24680	NO
harvest/rescue-8hd6-codex-fixall	66f381776b7ef72c454a9cd98ff70581fe279785	NO
harvest/rescue-8hd6-shard-9a6c0f0b0	9a6c0f0b034ea9d73bc4bc6c661aae7b87fa6f0d	NO
harvest/rescue-8hd6-shard-b486b862c	b486b862c7a0eb1eb4354b7b6bd4c8cf7dea5740	NO
